event_name,description,label,series
年轻女租客_最终事件描述,"**年轻女租客事件总描述**  

该事件始于女租客指控房东骚扰后法院判决100元赔偿，引发舆论持续发酵。初期（1-9小时），公众聚焦赔偿金额的“侮辱性”，嘲讽其远低于实际损失，并质疑司法偏袒本地房东，同时关联女性安全焦虑。情绪以愤怒、讽刺为主，关键词如“100元”“侮辱”高频出现。中期（10-12小时），舆论升级为对司法公正性的广泛质疑，批评判决变相纵容骚扰，并标签化谴责房东行为（如“普信男”）。后期（13-289小时），争议持续围绕赔偿标准与受害者权益失衡，对比抑郁症治疗成本，强化“骚扰成本低”的批判，整体情绪高度负面，少数理性声音呼吁公开判决细节。事件全程凸显公众对性别权力结构、司法公信力及女性权益保障的深层忧虑，舆情从具体个案逐渐延伸至社会系统性反思。",0,"[0, 0, 1, 1, 0, 1, 0, 1, 2, 10, 32, 35, 17, 5, 5, 6, 0, 0, 2, 1, 0, 0, 0, 0, 1, 1, 3, 1, 1, 2, 1, 3, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 4, 0, 1, 3, 0, 0, 1, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 1, 0, 1, 2, 0, 2, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
赵露思生病前和家人几乎不联系_最终事件描述,赵露思在综艺《小小的勇气》中提及“生病前与家人几乎不联系”的言论引发持续争议，舆论呈现明显的两极分化与阶段性演变。事件初期（1-2小时），争议焦点集中于其言论与过往“幸福家庭”人设的矛盾，支持者肯定其真实独立，反对者则质疑炒作；同时粉丝控评强调节目公益属性，指责营销号断章取义。中期（3-4小时），讨论深化至家庭关系多样性、综艺内容合理性及艺人隐私边界，负面声量上升，质疑其利用原生家庭话题营销、消费抑郁症的批评增多。后期（5小时），争议扩展到公益行为与私德的冲突，反对者列举过往证据质疑其真实性，中立网友对炒作嫌疑表示担忧。整体呈现从具体言论争议向公众人物社会责任讨论的扩散，情绪化表达与事实核查的拉锯贯穿始终，反映出舆论场对明星人设一致性与话题边界的敏感。（199字）,0,"[3, 18, 47, 115, 45]"
邮管局回应云南乡镇快递强收跑腿费_最终事件描述,邮管局回应云南乡镇快递强收“跑腿费”事件后，舆论迅速发酵。1-21小时内，大量用户集中反映乡镇快递额外收费现象普遍（1-5元/件），仅邮政免费但时效滞后。争议焦点在于：一方面，偏远地区配送成本高被部分用户理解；另一方面，更多消费者指责网点以“收费抵派送”或拒送威胁应对投诉，凸显监管缺位。地域上，云南、广西等偏远地区问题尤为突出，相关讨论引发跨省共鸣。情绪呈现两极化——既有对基层运营压力的体谅，也有对投诉机制失效的强烈不满，尤其针对邮政管理部门“回应未落地”的失望情绪持续蔓延。事件从个案曝光升级为对全国乡镇快递末端乱象的集体声讨，暴露出农村物流“最后一公里”成本分担与监管体系的深层矛盾。,0,"[0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
神奇海挪塌房(3022条)_最终事件描述,神奇海挪塌房事件在24小时内经历快速发酵与舆论转向。初期（1-8小时）因直播录屏曝光其与女性争议关系迅速引爆，粉丝震惊于"纯情美食博主"人设崩塌，戏谑性标签（如"原则哥"）扩散；中期（9-16小时）焦点转向其直播炫耀私密关系、矛盾辩解（"十指相扣未用力""为西班牙菜赴约"）引发道德谴责，粉丝大规模取关，B站掉粉超10万，舆论从吃瓜转向对网红真实性与性别议题的反思；后期（17-23小时）伴随双方聊天记录曝光，形成"半斤八两"但更谴责男方的共识，其删除视频、敷衍道歉的行为加剧形象崩塌，事件升维至对网红行业"人设经济"的批判。整体呈现"人设崩塌-证据链完善-公关失败-行业反思"的典型塌房路径，嘲讽情绪贯穿始终，最终导致其美食区UP主形象彻底瓦解。（199字）,1,"[1, 0, 7, 6, 3, 1, 1, 1, 1, 7, 4, 20, 2, 40, 214, 357, 49, 0, 0, 12, 52, 42, 39, 9]"
女子高速上40码龟速行驶被训_最终事件描述,该事件始于一名女子在高速公路上以40码低速行驶被交警训诫，随后迅速引发舆论发酵。初期（1-3小时），评论呈现两极分化，主流声音强烈谴责龟速驾驶危害公共安全，呼吁严惩涉事司机，同时出现调侃新手司机（如“一年两箱油”）和性别标签化现象。中期（4-12小时），舆论趋于一致，普遍批评低速占道行为，矛头直指驾考制度缺陷、执法不严及新手司机群体，情绪以愤怒为主，要求加重处罚（如吊销驾照）。后期（13-32小时），讨论从个案转向系统性反思，包括高速限速规则合理性、驾驶培训不足及节假日免费政策影响等，性别争议逐渐淡化，但安全焦虑持续升级。整体呈现从情绪化谴责到理性呼吁交规完善的演变，核心矛盾始终围绕低速驾驶的法律处罚与公共危害，舆论普遍支持强化执法与驾考改革以杜绝类似现象。（199字）,1,"[0, 3, 5, 13, 10, 7, 11, 4, 5, 24, 32, 42, 30, 111, 129, 86, 70, 73, 103, 287, 444, 482, 339, 84, 12, 19, 10, 14, 15, 28, 31, 11, 2, 2, 4, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
女子戴隐形赏花后视力骤降至0.5_最终事件描述,该事件以“女子戴隐形眼镜赏花后视力骤降至0.5”为导火索，引发公众对隐形眼镜安全性与季节性过敏防护的持续关注。初期（1-541小时），舆论聚焦健康警示，大量用户分享隐形眼镜使用不当引发的眼部问题及花粉过敏困扰，同时伴随容貌焦虑讨论与中医疗效争议，形成情感支持与知识传播并行的氛围。中期（542-544小时），警惕情绪升级，防护经验（如“赏花不戴隐形”）广泛传播，关联症状（过敏性鼻炎等）引发共鸣，舆论从单一事件延伸至春季健康议题。后期（545-548小时），公众担忧加剧，隐形眼镜风险被重新评估，转向框架眼镜的倾向明显，花粉吸附机制等科普需求凸显。整体呈现从个案警示到系统性健康反思的演变，情绪以震惊、后怕为主，最终推动全社会对眼部防护意识的显著提升。,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 2, 3, 0, 1, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 2, 6]"
考公博主吴桐塌房_最终事件描述,考公博主吴桐塌房事件始于其模考低分（28.8分）引发质疑，舆论初期呈现两极分化：一方调侃其备考真实性（“全蒙也不至于”），另一方担忧其“傻人有傻福”上岸。随着事件发酵，焦点转向其言行与公务员政审要求的冲突，衍生出“上岸即腐败”“政审危机”等戏谑梗，舆论逐渐娱乐化，形成黑色幽默创作狂欢。中期，其早期低俗视频被挖，考公动机遭质疑（“借流量敛财”），争议升级为道德批判与考公公平性质疑。后期舆论分化明显：支持者强调其“抽象娱乐”属性，反对者抨击其辱女言论与人设崩塌，政审风险成为核心议题。事件最终演变为对网红跨界考公的动机反思，热度虽降，但公众对其考公资格的信任已彻底瓦解。（198字）,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 2, 1, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 3, 19, 16, 10, 4, 4, 6, 18, 9, 20, 11, 14, 14, 7, 8, 10, 4, 7, 2, 1, 1, 1, 0, 0, 0, 1, 1, 1, 2, 1, 3, 2, 2, 0, 1, 12, 18, 10, 7, 10, 7, 8, 1, 0, 1, 0, 2, 0, 0, 0, 2, 1, 0, 5, 6, 8, 6, 2, 3, 4, 4, 13, 14, 13, 13, 9, 5, 2, 0, 1, 0, 0, 1, 2, 6, 3, 5, 3, 4, 1, 3, 2, 0, 1, 1, 1, 1, 2, 2, 5, 2, 2, 3, 1, 0, 0, 2, 3, 6, 6, 6, 6, 8, 13, 5, 0, 1, 2, 2, 3, 1, 2, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 2, 1, 1, 3, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 2, 2, 0, 0, 0, 1, 1, 0, 0, 3, 2, 5, 12, 9, 7, 9, 5, 0, 4, 1, 1, 2, 4, 0, 3, 1, 2, 2, 0, 1, 0, 0, 0, 0, 1, 0, 6, 4, 0, 3, 1, 1, 2, 1, 0, 4, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 1, 1, 2, 8, 13, 12, 16, 11, 12, 11, 18, 7, 10, 0, 1, 1, 1, 5, 4, 4, 16, 10, 17, 17, 9, 12, 79, 84, 54, 9]"
女孩遭强奸案民警被控渎职不予立案_最终事件描述,"**事件总描述：**  
一起12岁女孩遭轮奸后警方“不予立案”的案件曝光后，舆论在8小时内迅速发酵，呈现愤怒与质疑主导的爆发式增长。初期（1-5小时），公众聚焦三大矛盾：渎职认定标准不透明、媒体报道混乱引发信息失真，以及地域治安问题的延伸讨论。随着受害者母亲披露PTSD诊断书等细节（6-7小时），共情效应加剧，舆论核心转向对公权力渎职（如“保护伞”“处罚过轻”高频出现）和未成年人保护缺失的尖锐批判，同时涉案宾馆低额赔偿和12名责任人处分结果进一步激化不满。后期（8小时），质疑升级至司法公正性，网民主动@官方媒体施压，舆情呈现加速发酵态势。整体演变从个案愤怒发展为对司法系统信任危机的广泛讨论，信息混乱与情绪极化贯穿始终，凸显舆论对执法透明与未成年人权益保护的强烈诉求。",0,"[2, 1, 0, 3, 2, 23, 56, 42, 27]"
江西多名执法人员打人_最终事件描述,"江西多名执法人员打人事件在曝光后迅速引发舆论风暴，整体呈现以下发展脉络：  
**初期（1-6小时）**，视频证据推动事件爆发，网民普遍愤怒质疑官方“肢体冲突”定性，强烈谴责多人围殴行为，尤其聚焦非制服人员参与及执法程序合法性，地域标签化言论开始出现。  
**中期（7-12小时）**，舆情持续发酵，核心矛盾转向官方通报与视频画面的割裂，要求严惩涉事者、公开完整视频的呼声高涨，同时衍生出对基层执法痼疾和“临时工”现象的讽刺，地域关联（如“提灯定损”）加剧负面情绪。  
**后期（13-20小时）**，舆论从事件本身延伸至对执法生态的系统性质疑，愤怒与不信任主导，部分声音呼吁司法介入，但官方回应滞后与“无受伤”结论进一步激化矛盾。最终舆情呈现全国性扩散，核心诉求聚焦真相透明化、追责制度化及执法规范改革，反映出公众对公信力的深度焦虑。",1,"[4, 0, 6, 11, 8, 5, 6, 10, 31, 33, 42, 44, 33, 32, 33, 19, 13, 24, 69, 32]"
iphone16成本拆解_最终事件描述,iPhone 16成本拆解事件在48小时内经历了从单一质疑到多维争议的演变。初期（前20小时），舆论聚焦硬件成本与售价的悬殊差距，用户对苹果高利润率表示震惊，频繁对比华为等国产机型，情绪两极分化（调侃“暴利”与认可技术价值并存）。中期（21-30小时），讨论延伸至隐性成本（研发、关税等），争议从物料成本转向品牌溢价合理性，华为折叠屏成本成为新焦点，支持国产的声音升温。后期（31-48小时），舆论趋于理性与情绪化并存，核心矛盾集中在定价透明度与消费者心理预期的冲突：一方坚持“物料成本论”质疑苹果利润，另一方强调生态与品控价值；同时，双11降价预期和国产替代机型（如华为Mate70）分流部分关注。事件整体呈现从成本争议向行业定价机制反思的深化，反映出消费者对高端手机价值评估标准的多元分歧。,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 3, 2, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 2, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
2男子偷大学生外卖被抓现行_最终事件描述,"**事件总描述：**  
两男子偷窃大学生外卖被抓现行的事件引发持续关注，舆论呈现从个体愤怒到集体维权的升级趋势。初期（1-818小时），公众强烈谴责偷窃行为，支持严惩，情绪以愤怒和嘲讽为主，部分人揭露校园类似事件频发，受害者多通过调监控维权。中期（819-820小时），更多案例曝光（如偷伞、偷药），显示惯犯常以“拿错”为借口，目标多为高价值食品；学生采取报警、围堵等强硬手段，学校管理滞后成为吐槽焦点。后期（821-829小时），舆论聚焦盗窃团伙化（如伪装认领、屡教不改）及执法争议（轻罚引发不满），同时共情学生经济压力，情绪两极分化（戏谑与呼吁严惩并存）。整体凸显校园治安漏洞与社会道德底线的碰撞，推动从个体反抗到系统性反思的演变。  
（字数：199）",0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 2, 0, 0, 1, 0, 0, 1, 1]"
